Url,Date,Title,Python,R,C,C+,C#,Java,Javascript,Html5,Perl,Rubi,Scala,D Net,Data Analysis,Spark,Kafka,H2O,Tensorflow,Redshift,Bigquery,Amazon Web Service,Aws,Postgresql,Mysql,Impala,Hbase,Casandra,Mongodb,Linux,Azure,Google Cloud,Shiny,Atlassian Tools,Jenkins,Jira,Big Data,Nlp,Data Mining,Ngs,Microsoft Power Point,Outlook,Agile,Nltk,Keras,Pytorch,Pandas,Numpy,Matplotlib,Scikit Learn,Scipy,Git,Excel,Genism,Vowpal Wabbit,Msql,Oracle,Hive,Ggplot2,Ggplot,Multivariable Calculus,Linear Algebra,Sas,Spss,Superset,D3,Druid,Solar,Oozie,Torch,Weka,Mllib,Opennlp,Docker,Splunk,Hortonworks,Mapreduce,Hdfs,Xml,Nosql,Plotly,Json,Presto,Css,Html,Unix,Horton Works,Microsoft Office,Algebra,Mixpanel,Flurry,Neo4,Saas,Analytics,Cognos,Powerbi,Microstrategy,Teradata,Statistics,Machine Learning,Hadoop,Tableau,Elasticsearch,Redis,Apache Spark,Kubernetes,Data Science
https://www.indeed.com/rc/clk?jk=5290ab8163453f1c&fccid=913e1b259c8d65e2&vjs=3,2019-12-21,Applied Scientist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.indeed.com/rc/clk?jk=210e21c40c956f7a&fccid=b85c5070c3d3d8c8&vjs=3,2019-12-21,Data Science Recruiter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxrkFU2nKObZ_jGZX-4-JwgA26-W3h5SVDp3fQ0TbWIRLkQ4pyqA6Qfit2xvIFl56nWunjd0cw2dXezQkaWwTZ1uFE2uZ2axwCnS9sjxCUmTzav0Udz9FWyBzbHm3RKX_MwWYnH4tHG4IFqkqvNwFaX17Xfh9lIYRNETlj8BjdmkvwhPQlB2_eRAQh3M0ZiQxngKhkbZ3ByNI8lOV7J8h5Y-Lz1jRqwAmThGuzxdHH1RTs1LXpB0TFF9TZNWe1w6IhfaAKOlBGwDIfOG2TSI49kO2IRcwVUGLlRdhven1MXHO5Qe_SB6jYxixnnfIG6CNOIdU_hPOU6gfgCDydUSNU8tZtxrmGf_kLhHT5Ji-gHTtqpoJlWD02O9eX5zYXoVQHOnn-5Bv4kuGvx9JMGL-WAE_LafgqYrngNauknJ6nAkqKeAaPb4Po0P7NUS6_h6I=&p=7&fvj=1&vjs=3,2019-12-21,Data Scientist,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxrkFU2nKObZ_jGZX-4-JwgA26-W3h5SVDp3fQ0TbWIRLkQ4pyqA6Qfit2xvIFl56nWunjd0cw2dXezQkaWwTZ1uFE2uZ2axwCnS9sjxCUmTzav0Udz9FWyBzbHm3RKX_MwWYnH4tHG4IFqkqvNwFaX17Xfh9lIYRNETlj8BjdmuSkfrM9zDnuepk46WjPOii-khoN6U-kru_WyigMqtJveScaRyaJcJiSX7V2tl227DtJJ8-7QcLY0TxVMfq_XcnPdcTIFbIOYlGszR1_0EPUHrutpgeJ03U0QMCmODkErAgKW8pkFCFL17Z5nv0igWEOlrM2NXQ-UNPIrRmADHMttnI3Ug264uCHDNraE4RVt2NQ7GkKSeIAwWmIrzqjQt5Yiu0eDxdEFwRsQyE9O9Y0atYBLt7vYBANPIZKQm53zYlEYdv-kGEclMlWFwk99rk=&p=7&fvj=1&vjs=3,2019-12-21,Data Scientist,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxrkFU2nKObZ_jGZX-4-JwgA26-W3h5SVDp3fQ0TbWIRLkQ4pyqA6Qfit2xvIFl56nWunjd0cw2dXezQkaWwTZ1uFE2uZ2axwCnS9sjxCUmTzav0Udz9FWyBzbHm3RKX_MwWYnH4tHG4IFqkqvNwFaX17Xfh9lIYRNETlj8BjdmuSkfrM9zDnuJdiChsI817Fny40L6fVxyiMldub_Dz_4Qnyk-cg9bH43er74og8q_AUFu3Op2_WdVYX1xeznIr54WlbP8yh2Vk6cwItQY6QQJRC0VAOEJZ_qLUjgoO1K3AN9UxOXLdg9J9JN_tZ_2DXr0ufxwaogTDeHATt9kt-om1lg48nEukH1LkcKgE-MnGxAN9acUpXpX0jI5npbWODJxMGS8JNU78FFrn_YMweHPrOI5hzPy8OFsSvR3x28bBn_ybNf07MWXYbEhgLUrYw=&p=10&fvj=1&vjs=3,2019-12-21,Data Scientist,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
https://www.indeed.com/company/LIGHTFEATHER-IO-LLC/jobs/Data-Scientist-b207c7bbf89614ba?fccid=9cc4969625fb80b5&vjs=3,2019-12-21,Data Scientist,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
https://www.indeed.com/rc/clk?jk=3d275c23e2f4d3c2&fccid=913e1b259c8d65e2&vjs=3,2019-12-21,Data Scientist II - Agent Analytics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
https://www.indeed.com/rc/clk?jk=eaefca692d822924&fccid=915b1c0ee87e5e8a&vjs=3,2019-12-21,Sr Software Engineer - Machine Learning,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
https://www.indeed.com/rc/clk?jk=59eb5e6294bd718d&fccid=216eb700022de6f6&vjs=3,2019-12-21,Data Science Technical Leader,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://www.indeed.com/rc/clk?jk=bc5c0dcc6c18343c&fccid=ae24f29d22570194&vjs=3,2019-12-21,Senior Data Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
